feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oudebeek_1,oudebeek_2,oudebeek_3,oudebeek_4,oudebeek_5,oudebeek_6,oudebeek_7,oudebeek_8,oudebeek_9,oudebeek_10,oudebeek_11,oudebeek_12,oudebeek_13,oudebeek_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random68,0.836130325,0.901725431,0.194489084,0.173059363,0.643567795,0.397018576,0.240760299,0.713263714,0.855785803,0.268664133,0.397661605,0.607260218,0.561777548,0.001965665,0.142573714,0.850961204,0.815263128,0.773476989,0.266978578,0.759090101,0.196046313,0.232658591,0.1371506,0.68310051,0.287516682,0.555149421,0.112113129,0.055928942,0.279238523,0.55631259,0.473427687,0.082654272,0.306680258,0.82926193,0.557625676,0.736453681,0.947665283,0.273586175,0.288511227,0.543850331,0.350108304,0.934296433,0.487724629,0.666413413,0.964770207,0.244628335,0.868374595,0.002533516,0.488341238,0.141737712,0.740664788,0.664032292,0.299595848,0.066175522,0.965709102,0.372580706,0.168140032,0.382844869,0.193866726,0.547489556
random69,0.670387111,0.611321318,0.339359878,0.574753911,0.502280874,0.021830434,0.510343711,0.845186864,0.951320908,0.370716806,0.500601544,0.305047933,0.338519513,0.307639029,0.602873368,0.325712379,0.230796129,0.017278699,0.221208782,0.155248338,0.716269286,0.529937118,0.379255085,0.312400777,0.462150749,0.296694729,0.210025546,0.6197759,0.259918265,0.369177619,0.060982399,0.821059781,0.063660078,0.808758721,0.502071027,0.00433558,0.893779101,0.149473659,0.70661055,0.383096528,0.154287526,0.900372078,0.068903385,0.59343973,0.77474849,0.967049969,0.340302769,0.778740889,0.078062649,0.094894586,0.901251939,0.523088016,0.977239124,0.49982625,0.133772132,0.86163404,0.150340041,0.868302111,0.046686045,0.059747761
random7,0.065402938,0.574320522,0.398022328,0.94964768,0.600439888,0.976492639,0.622038883,0.045373623,0.264779909,0.608034193,0.676993283,0.548454039,0.972115971,0.541600792,0.085436621,0.367535126,0.235864511,0.299092415,0.869928894,0.495034491,0.043994665,0.917115498,0.023644454,0.169018143,0.366039553,0.588546747,0.770934153,0.826821895,0.192908975,0.994539753,0.132740551,0.627904122,0.295233373,0.898561975,0.541580432,0.24635007,0.7471965,0.04269382,0.068621895,0.122720752,0.075675448,0.462075952,0.684237728,0.353625991,0.142271366,0.233091771,0.526221426,0.847212884,0.066220491,0.251339756,0.931811896,0.206522069,0.805353236,0.752434461,0.514974191,0.548147569,0.248278612,0.132392157,0.606446299,0.161485782
random70,0.369702576,0.921838194,0.254402292,0.384693729,0.948545362,0.129810312,0.761088193,0.273616575,0.384949635,0.160177533,0.597538572,0.481299746,0.197466925,0.811215383,0.350622343,0.187676958,0.18604488,0.745029293,0.700125371,0.793583407,0.711369033,0.217220158,0.979847262,0.953027286,0.363899015,0.617428424,0.884541833,0.625133995,0.339370391,0.693670404,0.669294161,0.526825747,0.335974108,0.668175023,0.091568018,0.300951412,0.908446602,0.993247378,0.218372541,0.662564493,0.887786869,0.085982206,0.792963698,0.146747801,0.350351411,0.898147554,0.800495438,0.857975728,0.592278035,0.072691386,0.164682795,0.208796406,0.546648832,0.38449033,0.790565615,0.870405578,0.136804261,0.746528667,0.603493012,0.682154133
random71,0.31124265,0.174133417,0.735740357,0.712133248,0.503123218,0.322044668,0.565729845,0.278465398,0.452125244,0.89810035,0.568398487,0.498874172,0.62642983,0.566181155,0.4707228,0.255765481,0.506127694,0.001265343,0.244174038,0.637805249,0.134149177,0.671975806,0.105840028,0.623723885,0.243988743,0.724315112,0.360492765,0.768026978,0.72954078,0.572409825,0.408528904,0.891531653,0.611007725,0.713999041,0.023757753,0.003286025,0.129371453,0.018630128,0.28982057,0.874471671,0.716567948,0.855380039,0.742670713,0.708870339,0.295653305,0.877743567,0.430685863,0.781822104,0.388802243,0.997365401,0.457280056,0.379183222,0.233629927,0.494047004,0.164806047,0.845085045,0.926735174,0.460086615,0.228923742,0.351370852
random72,0.251491967,0.420243368,0.742964146,0.729248094,0.475580334,0.123627228,0.85069595,0.89812405,0.906673176,0.001471456,0.822614733,0.530366848,0.557107392,0.22473729,0.023809037,0.275447874,0.449818498,0.423847522,0.994275859,0.245414992,0.462375751,0.708026766,0.298992718,0.621749977,0.61096317,0.302803711,0.118487374,0.323348447,0.001448837,0.282898149,0.881373791,0.988975657,0.949819585,0.771366542,0.790199104,0.394403359,0.044774171,0.847534152,0.773206155,0.385815028,0.385724646,0.704847452,0.106474247,0.594158228,0.167804393,0.859585442,0.563594983,0.270146354,0.035021297,0.721160592,0.147385871,0.397052612,0.451575617,0.481684187,0.351278134,0.010748417,0.311404166,0.390433741,0.594047065,0.676563424
random73,0.020842142,0.381510301,0.694153958,0.763585848,0.543480825,0.285255399,0.748885476,0.871042943,0.489778039,0.76928425,0.798596456,0.49921354,0.81979915,0.225949078,0.248183258,0.5195233,0.112073226,0.535292419,0.854521296,0.049864454,0.191015648,0.391716091,0.50476958,0.287471166,0.259711412,0.783633367,0.821189964,0.4245244,0.118524013,0.757418573,0.143260211,0.762850983,0.378014849,0.955371708,0.326075508,0.54991058,0.139482071,0.76747226,0.384747324,0.677068678,0.359072181,0.971257917,0.744398397,0.365865915,0.982696209,0.053081901,0.605189594,0.085500279,0.037643501,0.692919598,0.139407013,0.80321801,0.593786734,0.088052069,0.10383007,0.292590282,0.454764066,0.38697396,0.207931939,0.257129973
random74,0.599611681,0.491507488,0.717971971,0.616414985,0.857887182,0.180114269,0.551667098,0.121591931,0.841818997,0.461270935,0.429981878,0.374824528,0.66230413,0.559710002,0.189077983,0.379575746,0.903077149,0.434036833,0.391145742,0.951496262,0.320625771,0.213853726,0.72000326,0.268837362,0.431180401,0.719660669,0.847657061,0.547375054,0.241783356,0.303948929,0.056028389,0.677636831,0.301548379,0.209083045,0.160348387,0.86761948,0.491233119,0.802099789,0.423799171,0.78650194,0.544491072,0.831041225,0.284621136,0.630111087,0.440401064,0.250923785,0.851447958,0.544280509,0.073601382,0.974610998,0.768239072,0.062957307,0.777844457,0.551243481,0.196872965,0.746762695,0.85873414,0.727077899,0.479994536,0.949933012
random75,0.752549799,0.379859548,0.887329994,0.22166826,0.637347312,0.038837663,0.883016648,0.033176057,0.20110545,0.015571287,0.405525199,0.519243492,0.700146469,0.816568895,0.476711118,0.185841623,0.160731653,0.920362422,0.876742456,0.696443535,0.576838373,0.156581483,0.608627122,0.687288131,0.859416639,0.463034431,0.05144724,0.778713929,0.600595302,0.199029805,0.16856498,0.330548342,0.100679454,0.080667917,0.008353698,0.546338312,0.995171238,0.781691768,0.680014447,0.114474917,0.72918652,0.115002175,0.058813771,0.265021686,0.90058823,0.702978975,0.107984471,0.660191395,0.932882338,0.880036849,0.53461811,0.365799065,0.301344644,0.715605905,0.756662456,0.507269683,0.11238192,0.065636833,0.235388729,0.448092001
random76,0.774252599,0.715965844,0.622962161,0.343574531,0.725553267,0.766185145,0.225679369,0.302785313,0.796777746,0.411467453,0.869403229,0.393388119,0.866790487,0.614915942,0.989996948,0.265469618,0.346174904,0.656233519,0.954462031,0.098417007,0.062850899,0.349891363,0.794134439,0.003931114,0.485524473,0.68928046,0.797723738,0.978755729,0.133467284,0.800158368,0.141956285,0.628542526,0.423511393,0.500350537,0.159174596,0.818840853,0.127249905,0.215414505,0.322022838,0.993118235,0.951551293,0.468067454,0.882908998,0.461479022,0.879919889,0.728550306,0.801364424,0.03591467,0.038530151,0.664627911,0.157165076,0.789025296,0.314880968,0.890445002,0.059032288,0.174546733,0.524799561,0.939844363,0.612936843,0.484439644
random77,0.896455698,0.288198853,0.1142045,0.928424284,0.625100076,0.737370053,0.1806815,0.719475009,0.972233132,0.299308451,0.270457837,0.747536193,0.094112184,0.780320109,0.291476546,0.116212072,0.907432819,0.099307506,0.045010864,0.485221541,0.399494373,0.354149586,0.920008859,0.977893493,0.488437155,0.846436981,0.377246779,0.193823457,0.963919347,0.604326698,0.181629819,0.586915776,0.375445889,0.479967446,0.043864322,0.204703374,0.186664585,0.867665418,0.244298035,0.999553514,0.419186536,0.436006696,0.03321442,0.732259995,0.897372087,0.338701361,0.56015791,0.52115551,0.392728934,0.741755008,0.347632837,0.151909098,0.220370705,0.232196326,0.86615189,0.737050272,0.483506773,0.453778063,0.091042314,0.000641427
random78,0.199321859,0.034902296,0.54392555,0.203909403,0.294323388,0.921061622,0.230872735,0.984785031,0.970750576,0.361411612,0.377510904,0.479293481,0.800028476,0.895614465,0.373484717,0.08763033,0.962705331,0.125788542,0.169219695,0.76356567,0.438427375,0.579313068,0.972247473,0.321778831,0.058681527,0.856284721,0.356026325,0.223459521,0.365221603,0.70579506,0.121840956,0.167563396,0.018751555,0.490388258,0.488804233,0.332030357,0.706790599,0.4823869,0.383621933,0.788135312,0.615418395,0.71347407,0.26773095,0.744393168,0.128085992,0.471607485,0.742841214,0.531842745,0.0881088,0.520053552,0.114985951,0.831771604,0.142641185,0.36906646,0.277922075,0.124193909,0.011979537,0.455329837,0.190360262,0.929376304
random79,0.425978089,0.574557479,0.249436849,0.870464944,0.881126354,0.054450552,0.058387755,0.056062504,0.636509811,0.438309394,0.363845866,0.368071087,0.748506669,0.827188126,0.616214717,0.539966979,0.49216142,0.335588718,0.651986211,0.758297735,0.308569838,0.587983545,0.412879108,0.213711592,0.422725438,0.243715651,0.146696739,0.037761697,0.947205272,0.563988216,0.17221789,0.606701771,0.067283632,0.004869148,0.866912627,0.866901043,0.298556445,0.806925067,0.473749671,0.947428649,0.841282202,0.282586748,0.032295625,0.301759008,0.930926777,0.822251258,0.640423242,0.338208679,0.752648129,0.475689117,0.341124498,0.202663952,0.532138524,0.845722327,0.865921329,0.69551578,0.041493687,0.134669526,0.502892069,0.522021981
random8,0.069061156,0.762939002,0.843794352,0.168281968,0.461382091,0.517181309,0.27798713,0.065489948,0.214341698,0.635888377,0.743415525,0.895881369,0.679772891,0.000202433,0.364970259,0.555989812,0.031797638,0.683691556,0.244907636,0.593794428,0.583061814,0.572250435,0.852794828,0.552113062,0.999781356,0.097909617,0.818581089,0.164061639,0.248354973,0.2753759,0.921229856,0.950869278,0.634796253,0.31280481,0.676258403,0.452742467,0.239717846,0.869505898,0.605718499,0.243987327,0.976835571,0.915408681,0.779869415,0.217356485,0.059825199,0.246833234,0.862927808,0.226772212,0.291601115,0.677970259,0.992400991,0.116375159,0.143436992,0.032249379,0.19750892,0.445820872,0.964104597,0.597429371,0.021122485,0.442056463
random80,0.076533726,0.283789891,0.142675547,0.821049779,0.254118842,0.353545587,0.165868354,0.64036877,0.88696394,0.190981712,0.007624672,0.853838055,0.041649148,0.681727919,0.35986064,0.643486029,0.352666811,0.516432245,0.770906616,0.517907689,0.912120705,0.696345771,0.867253372,0.488108152,0.253410669,0.358462581,0.235584999,0.048169415,0.806450986,0.620314784,0.705378576,0.164989655,0.117660622,0.283702758,0.238516675,0.653514494,0.590594129,0.292312052,0.257721263,0.677626506,0.910089431,0.303355548,0.151153438,0.285866416,0.154156754,0.23666966,0.224053377,0.394393035,0.121071487,0.572030961,0.531490378,0.379607836,0.65945969,0.703829825,0.817303508,0.290541801,0.061885759,0.61031043,0.165386363,0.644401046
random81,0.229746875,0.798492532,0.996657275,0.740260031,0.824798945,0.099970401,0.6768236,0.921246776,0.923851024,0.780129704,0.950237161,0.156514743,0.75667421,0.916103715,0.374917843,0.671164373,0.946978277,0.893549149,0.398034084,0.342569109,0.578981582,0.852691774,0.486259831,0.360294236,0.524247032,0.753594747,0.115649571,0.060482604,0.154599796,0.074950892,0.442266647,0.828163925,0.236440252,0.139074533,0.55480838,0.766240776,0.343053845,0.019434527,0.213913319,0.581297074,0.991941076,0.899167867,0.033923512,0.018211278,0.063574511,0.427844799,0.894070433,0.16425367,0.65955811,0.330565853,0.410689782,0.216954639,0.331227068,0.122677147,0.635232559,0.400394245,0.373597114,0.242152526,0.792404815,0.385597307
random82,0.925853069,0.515541524,0.397950239,0.83999609,0.737956217,0.002691818,0.3876769,0.320729145,0.057421934,0.512921903,0.788003333,0.272544725,0.304545342,0.638091542,0.914297958,0.336935156,0.875026125,0.477193812,0.060383819,0.962118685,0.839837024,0.855717643,0.845755079,0.268390659,0.234598479,0.077439591,0.359592536,0.435376775,0.632117255,0.668397126,0.372944088,0.338171319,0.204973238,0.403545989,0.178914514,0.506701786,0.710009575,0.748908557,0.103119637,0.754062839,0.164300321,0.815438626,0.799974596,0.689413377,0.380493541,0.350439494,0.617017923,0.102712358,0.894676825,0.064641177,0.495418558,0.819141584,0.587785282,0.947185768,0.780229172,0.265023805,0.845782427,0.082516909,0.595191565,0.542329333
random83,0.914180234,0.284464917,0.613010165,0.705163828,0.339224572,0.027558979,0.463401671,0.283503502,0.800127996,0.537390487,0.217147907,0.69941133,0.527992433,0.26807865,0.015603798,0.118256905,0.710836263,0.487716724,0.500370623,0.629713648,0.008974985,0.691099093,0.253429306,0.908111854,0.083773337,0.630411478,0.742486873,0.156530294,0.209651965,0.227079334,0.737349422,0.252074763,0.290098993,0.523839384,0.074457867,0.720141513,0.182546199,0.573566911,0.18523659,0.624679014,0.543241416,0.992308504,0.713285702,0.70204251,0.411417322,0.123248809,0.496676051,0.457812375,0.328266215,0.314679017,0.475871161,0.198690878,0.015135585,0.109008161,0.351291593,0.336198545,0.766838647,0.559981603,0.295108299,0.353616199
random84,0.03595104,0.769837735,0.46128142,0.310233418,0.148850775,0.1225468,0.428001593,0.489891098,0.580525592,0.653556138,0.519611543,0.532915771,0.910252326,0.289424101,0.122593763,0.384636079,0.959247024,0.676692603,0.511460769,0.727883851,0.290040982,0.994888818,0.063369231,0.40795756,0.532713139,0.419185222,0.339641497,0.471864614,0.818259559,0.572892107,0.759771942,0.766154833,0.595548366,0.026284608,0.769889107,0.662869734,0.564100809,0.109651367,0.560137118,0.861075878,0.652321927,0.9825423,0.298258212,0.984373295,0.487945956,0.411136798,0.724989913,0.997255856,0.940259512,0.233416573,0.839750708,0.274018365,0.22693357,0.487680644,0.488850812,0.398899984,0.941202298,0.04798194,0.644181066,0.679126465
random85,0.878073085,0.502222771,0.330413743,0.519904293,0.812751507,0.196331079,0.997728157,0.402818587,0.459752541,0.489329481,0.341462592,0.721406869,0.517721645,0.03274444,0.688171156,0.465774653,0.272414507,0.080370518,0.686636509,0.16176166,0.19781692,0.909773612,0.07129641,0.795852672,0.751813509,0.592460113,0.721041428,0.994772508,0.370787032,0.224378186,0.045245439,0.467552411,0.748039326,0.574377946,0.959683761,0.293260508,0.263245607,0.298864523,0.419052449,0.844487976,0.471133134,0.077835728,0.445866906,0.242065706,0.408937279,0.483707958,0.667950505,0.839288763,0.314851009,0.954888607,0.128052893,0.535732497,0.471429535,0.399379586,0.144999878,0.903701106,0.769732219,0.013581064,0.147037732,0.894103263
random86,0.749379947,0.984683782,0.730350307,0.511694648,0.029843689,0.731545208,0.557988884,0.206658225,0.069341069,0.787585146,0.088704927,0.094910914,0.426104799,0.369974395,0.253254269,0.675881786,0.77666198,0.763779728,0.040416931,0.721923775,0.486147576,0.073146383,0.963652389,0.718160949,0.671873021,0.525144998,0.024920131,0.806356472,0.388119317,0.345991475,0.625055135,0.097576082,0.208821358,0.152884017,0.559623321,0.511055932,0.46878092,0.7916481,0.836968639,0.434030281,0.518394086,0.974806757,0.122483349,0.643874606,0.213122623,0.255885134,0.563669515,0.516444181,0.272197771,0.448669959,0.762174577,0.164934809,0.858078577,0.310163554,0.913482639,0.832572344,0.708842977,0.47069948,0.623076085,0.807234132
random87,0.371386048,0.064144813,0.915255024,0.76081079,0.353618858,0.862837527,0.732926945,0.69685755,0.114951909,0.771862128,0.607101212,0.332726306,0.32936975,0.768932462,0.955748148,0.581173093,0.688110292,0.760921511,0.06606523,0.35520737,0.555972787,0.181232532,0.026032556,0.776128605,0.054759438,0.702385657,0.518174632,0.191708187,0.693941749,0.121218155,0.487444562,0.732607837,0.824021966,0.893588351,0.348172818,0.573291212,0.091102273,0.498168702,0.243834112,0.821203887,0.34687328,0.483694841,0.391629588,0.074715725,0.469870659,0.015711451,0.212805529,0.317689108,0.94243001,0.084357351,0.562184156,0.252868968,0.563633608,0.152709323,0.195151837,0.04890507,0.459080189,0.539429248,0.381193331,0.451895484
random88,0.899168199,0.304007302,0.289358766,0.00570258,0.406430337,0.00068836,0.320059418,0.685943639,0.241082858,0.074406017,0.33638576,0.168384984,0.792749124,0.154249226,0.011133555,0.326489767,0.715481,0.957164222,0.794075357,0.413146253,0.477941024,0.444725331,0.997986674,0.278176479,0.411543074,0.559718978,0.786586502,0.209763647,0.069277652,0.285062063,0.162668125,0.079242796,0.727664337,0.802368961,0.522265231,0.058800033,0.118733462,0.95785143,0.595612113,0.514937176,0.130627027,0.092266474,0.226341657,0.81990069,0.437905805,0.066268314,0.331627275,0.971395674,0.341263286,0.693167596,0.494077685,0.876195716,0.60072983,0.897171308,0.709949515,0.96775616,0.483837985,0.196497364,0.672793172,0.40934521
random89,0.628759756,0.60584863,0.045278428,0.587392522,0.882627456,0.410683779,0.606099297,0.804525608,0.415791762,0.956969021,0.743995206,0.090753378,0.454279269,0.608342216,0.34203489,0.594590177,0.608107098,0.210547451,0.981807882,0.247536663,0.991024802,0.091487608,0.495686434,0.045236495,0.85252493,0.713783981,0.672733064,0.825379337,0.899401164,0.763226213,0.821981843,0.884559859,0.904763933,0.337216165,0.107940489,0.630588925,0.517140647,0.686310083,0.164058508,0.383777434,0.187533754,0.930439126,0.894196406,0.628957804,0.083144958,0.950827916,0.821225985,0.739699667,0.427576744,0.934541599,0.707229716,0.083040451,0.847973938,0.945797564,0.075365201,0.177600063,0.691748816,0.678608881,0.523442034,0.635422548
random9,0.532424926,0.243732438,0.49586661,0.549888576,0.594469403,0.042861621,0.524155699,0.78297883,0.975930955,0.268071373,0.700902931,0.136735296,0.794934081,0.561327977,0.221893654,0.315801503,0.337953033,0.832745641,0.762901264,0.122934804,0.766257704,0.75648402,0.306696049,0.844290067,0.464965679,0.323684341,0.003988004,0.882938247,0.316728952,0.149691532,0.104256411,0.320271234,0.84161435,0.316955821,0.379685588,0.480390025,0.479960576,0.90970127,0.252571139,0.331513228,0.057531263,0.062121756,0.279938294,0.615213584,0.434587565,0.221513826,0.3525528,0.597094872,0.267440878,0.633267534,0.985690994,0.324523221,0.540937144,0.477611478,0.723659104,0.833478629,0.246664826,0.793150101,0.392842212,0.055358166
random90,0.078658105,0.045745606,0.287300442,0.181595085,0.996924871,0.034193649,0.561689518,0.663929735,0.914147746,0.997263882,0.258900324,0.266072246,0.009181609,0.839950681,0.800506872,0.220427009,0.233281283,0.948012144,0.038455567,0.790600424,0.146056519,0.259907292,0.085773884,0.733490745,0.373760412,0.032599799,0.205202633,0.795699097,0.842060573,0.882649644,0.549712109,0.934102012,0.316353878,0.582173522,0.841751664,0.189271113,0.42693375,0.718906825,0.118488821,0.574692434,0.698014274,0.773802106,0.295693456,0.95724331,0.703961416,0.162442001,0.816322445,0.486723047,0.617780244,0.962886076,0.225277226,0.98416258,0.712401327,0.073762278,0.711582631,0.720919388,0.539016043,0.041901184,0.513777256,0.415502104
random91,0.649238122,0.31448191,0.003211794,0.892323012,0.429734513,0.174246776,0.5240399,0.363049861,0.988986608,0.708048002,0.823197027,0.955379577,0.984539852,0.710734009,0.824676976,0.600019282,0.389883075,0.176022248,0.727682027,0.117407781,0.280129529,0.062571028,0.8988445,0.18789137,0.539684812,0.710769842,0.882481021,0.620159875,0.563767253,0.805190657,0.373288112,0.93580657,0.678286885,0.955383962,0.418237748,0.648490213,0.681826414,0.267595644,0.734499721,0.567167953,0.875499368,0.891060837,0.522957609,0.547861082,0.473564628,0.563207901,0.698258839,0.470830516,0.339570636,0.281783404,0.636552563,0.293424624,0.42802304,0.127213294,0.275702688,0.246266241,0.672086679,0.016425884,0.422727509,0.112567238
random92,0.602897761,0.086053906,0.357667482,0.844100312,0.073943149,0.458157544,0.760788756,0.75581231,0.973084093,0.895064842,0.312917256,0.711936132,0.696230235,0.153937008,0.301427453,0.142451138,0.682692553,0.431722171,0.482882922,0.830869498,0.649060028,0.404357502,0.693958076,0.976845768,0.135068078,0.624341193,0.442845631,0.648766558,0.928332293,0.868059759,0.920441822,0.277239826,0.954993805,0.943857112,0.028240917,0.44145763,0.084566921,0.202741085,0.42708031,0.891703372,0.333773675,0.2836018,0.509558858,0.790699674,0.895388357,0.107409895,0.010927014,0.932846185,0.864933504,0.479947757,0.006384886,0.72849356,0.313892616,0.410679557,0.095225023,0.565832236,0.276299712,0.490288572,0.690084469,0.384745048
random93,0.846103296,0.429247559,0.41604728,0.441843442,0.27326422,0.178104393,0.592241482,0.259383498,0.318987958,0.319918964,0.211026785,0.372092399,0.726764408,0.218993144,0.97730343,0.56464797,0.871937764,0.645222888,0.370817765,0.841692515,0.034414757,0.591612797,0.477988247,0.781337807,0.340821429,0.569504437,0.458145934,0.624352479,0.016980399,0.870779972,0.45287477,0.046895257,0.182224574,0.388364805,0.072660324,0.417471739,0.978525009,0.418113287,0.708176635,0.108784441,0.462420325,0.406509601,0.993545799,0.583168222,0.290526163,0.426454489,0.173488798,0.490306618,0.116862162,0.926563738,0.16526344,0.880982761,0.294559243,0.918841705,0.876871363,0.49249637,0.273755972,0.994314661,0.406703793,0.008986939
random94,0.810830302,0.846073767,0.584847921,0.906354616,0.683432553,0.638156818,0.31037006,0.748477843,0.086710409,0.201830432,0.499596488,0.343931122,0.294282415,0.240265596,0.36901175,0.152493731,0.630161185,0.748924986,0.152781242,0.275179671,0.436428789,0.113445612,0.938497209,0.233429855,0.902175293,0.612281296,0.585468753,0.590613799,0.801797745,0.143978275,0.388322443,0.019294258,0.496121091,0.31054335,0.660886161,0.278490321,0.148447395,0.859104739,0.005797887,0.20879909,0.601530632,0.753148148,0.20854614,0.249991892,0.348680027,0.671681175,0.078987089,0.29918303,0.890055547,0.977069152,0.305668578,0.657771734,0.249472342,0.152112835,0.866664156,0.589756945,0.208012226,0.388071239,0.54191815,0.540038093
random95,0.805114998,0.060410292,0.721456742,0.918700684,0.756472966,0.116468274,0.47715076,0.819395649,0.841479976,0.14912904,0.804732246,0.467991264,0.710048863,0.925002677,0.001513419,0.576609479,0.083833296,0.71401694,0.419910689,0.743700173,0.180310951,0.994008738,0.644212825,0.925587849,0.665913222,0.715682502,0.445862731,0.038492499,0.184062539,0.880186932,0.651536817,0.242445916,0.715127527,0.939814227,0.410881235,0.488333843,0.11749625,0.962301663,0.998419913,0.821701344,0.052208899,0.832405133,0.980907941,0.800533253,0.465785079,0.69453569,0.924422202,0.311382751,0.19734433,0.716119321,0.461202594,0.881583657,0.013638835,0.305051287,0.96074012,0.71474828,0.757327005,0.221191772,0.571107496,0.64736223
random96,0.872870136,0.423672199,0.024884367,0.883413499,0.437460752,0.102582796,0.226017648,0.705405845,0.200279062,0.3976134,0.189923294,0.886401577,0.340614125,0.124187355,0.944228187,0.504214969,0.864390327,0.786234833,0.221312985,0.438448437,0.446440249,0.988619318,0.940320124,0.673015131,0.200185373,0.116821359,0.54916708,0.337249792,0.768896016,0.112860992,0.652464556,0.230014794,0.320848269,0.129901806,0.420997431,0.517970824,0.249215076,0.368374242,0.475811529,0.035880426,0.440740622,0.93980159,0.464099042,0.744460294,0.735222029,0.470576354,0.212170607,0.660257651,0.98098787,0.495364456,0.997455185,0.617399835,0.523941043,0.796521324,0.930206225,0.012067026,0.533565099,0.724664694,0.225546165,0.483811319
random97,0.105119313,0.418526448,0.727488019,0.614122418,0.523279946,0.623176561,0.266947204,0.071307434,0.665289728,0.873057529,0.871066421,0.894604725,0.643951278,0.18610476,0.583786609,0.607514959,0.730803395,0.984142694,0.69203273,0.859544773,0.145624391,0.537001543,0.272533209,0.614406197,0.828867013,0.665528366,0.959331355,0.095246418,0.479462601,0.718848853,0.050168254,0.26222279,0.590606872,0.850248947,0.726508386,0.424903276,0.19381095,0.369354426,0.801663806,0.666739909,0.831607786,0.522575344,0.603680539,0.831746103,0.931120007,0.138589598,0.680951094,0.727273522,0.108020381,0.903760126,0.090742178,0.916969268,0.457920831,0.629358857,0.737197818,0.812745716,0.777006179,0.586182958,0.540436705,0.851549754
random98,0.933251988,0.751923856,0.507984892,0.858374355,0.296863272,0.47093501,0.404620506,0.82893448,0.04085037,0.510338485,0.378523265,0.466270119,0.984495557,0.447078314,0.665601861,0.385624327,0.902863138,0.224052763,0.629434921,0.382763035,0.071541869,0.656914624,0.861966268,0.33131802,0.968002075,0.016722364,0.883903532,0.624877005,0.041264265,0.666924111,0.64815687,0.586579336,0.661532977,0.102293758,0.7712107,0.623056973,0.365925271,0.380525534,0.609844737,0.512298001,0.363794562,0.9220686,0.638967953,0.511394271,0.955225432,0.551947818,0.644011315,0.257226675,0.583653065,0.166912038,0.093468842,0.180591915,0.548593492,0.306434745,0.02920812,0.712761365,0.30896761,0.058581716,0.738793554,0.839045687
random99,0.618876497,0.433053508,0.815826144,0.125698065,0.106704152,0.527909334,0.905181014,0.033541706,0.30290254,0.530534446,0.072526866,0.588339138,0.214652926,0.005781195,0.94692721,0.923982182,0.868947322,0.965485219,0.877711437,0.215309485,0.105460012,0.969601631,0.288925396,0.515199976,0.076185854,0.560452513,0.321081821,0.924767135,0.726173228,0.305988807,0.140709339,0.280901723,0.858159075,0.872614101,0.476187287,0.994564916,0.270527417,0.368172848,0.746578379,0.945327798,0.269912252,0.895201444,0.947263553,0.463784542,0.464754492,0.967388508,0.173541839,0.424377029,0.921778093,0.020537126,0.307132943,0.682150111,0.757322025,0.780609228,0.825904015,0.340061363,0.369255266,0.011429503,0.24063223,0.257751792
so3,113.0,110.0,110.0,133.0,121.0,121.0,121.0,122.0,124.0,120.0,116.0,123.0,118.0,114.0,119.0,15.2,15.8,15.6,15.0,14.9,14.8,15.0,15.1,15.2,14.6,15.6,13.8,15.2,15.4,39.4,40.6,40.3,38.3,41.3,40.5,40.7,40.0,40.8,42.0,40.8,36.8,40.1,39.2,41.8,37.9,68.0,73.8,75.7,71.9,79.0,73.3,71.4,77.8,72.4,73.9,76.3,76.4,71.5,76.9,80.4
