feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random505,0.614621372,0.962270475,0.134584763,0.630663954,0.477893383,0.521902114,0.913162387,0.775899854,0.779430486,0.408608014,0.912368579,0.527604013,0.399192062,0.797025117,0.191464492,0.873960771,0.979691492,0.987401186,0.805789221,0.432943691,0.978528319,0.2352002,0.048607549,0.30318171,0.601173682,0.235288679,0.253472262,0.725536777,0.770645961,0.485983828,0.661678101,0.728271635,0.798224362,0.095591687,0.015861036,0.354999231,0.365081762,0.489079282,0.60048078,0.434132972,0.235948007,0.419006086,0.428866816,0.126589498,0.597912553,0.687945238,0.272461655,0.355515375,0.662170857,0.299658401,0.841540556,0.813397601,0.738784134,0.924349212,0.489179742,0.884953927,0.354888033,0.156626397,0.728753587,0.663004968
random506,87,16,95,16,69,94,88,94,77,88,74,63,27,24,38,44,5,2,55,79,71,3,55,19,91,98,55,25,2,45,85,69,93,29,81,33,77,69,34,6,87,76,23,29,54,75,69,81,8,40,9,37,95,87,5,80,55,89,59,68
random507,9,1,3,3,9,8,1,6,0,5,4,8,1,3,4,4,10,7,5,3,9,7,2,0,2,9,0,6,4,6,9,7,7,5,8,9,10,1,9,4,3,5,6,5,0,9,7,2,6,1,5,8,9,2,5,4,3,10,5,0
random508,0.498344915,0.516149455,0.652223415,0.401741196,0.610360000,0.887451067,0.817191885,0.298114790,0.507223868,0.714505850,0.844006272,0.058166383,0.691491713,0.173772519,0.667423196,0.543195974,0.824166526,0.544527152,0.564567316,0.459697791,0.680128919,0.827984120,0.406154284,0.958644998,0.096176014,0.515814655,0.936937190,0.712096011,0.381728446,0.930313804,0.394042735,0.051260096,0.759979638,0.833916015,0.948496117,0.714945269,0.220482505,0.152246592,0.676111852,0.551792432,0.743324569,0.038228486,0.591665440,0.634446972,0.145955461,0.820097407,0.227935463,0.519362666,0.725346521,0.330323793,0.297279829,0.493365071,0.236641989,0.309869118,0.651535772,0.507935822,0.572088765,0.570836211,0.369338623,0.347240736
random509,0.465900912,0.899879729,0.523549648,0.382623961,0.049429005,0.873263473,0.12495029,0.950858504,0.613925801,0.546228261,0.714370555,0.286058007,0.112458779,0.790090519,0.389071089,0.471805569,0.872463905,0.52920118,0.774650666,0.964789773,0.366229573,0.694601486,0.809076741,0.745353655,0.080565564,0.519570488,0.73936874,0.605464811,0.218348375,0.168640839,0.326548321,0.453488222,0.982888093,0.616432127,0.182902226,0.159313948,0.454257865,0.210641514,0.492520691,0.269229574,0.723412633,0.834217628,0.134860914,0.408132834,0.053893485,0.447338471,0.397537902,0.389406182,0.479033031,0.372471205,0.368371601,0.858022076,0.067823977,0.666993289,0.914591836,0.983034704,0.591886249,0.432730066,0.001026968,0.355670717
random510,32,16,30,52,3,10,95,81,46,99,37,85,30,72,32,25,71,18,64,96,5,68,19,22,47,14,6,66,5,9,68,95,76,74,72,96,94,58,57,21,52,26,26,18,63,6,61,28,30,88,91,76,36,37,67,97,98,28,62,45
random511,10,5,3,1,9,1,1,10,3,9,10,9,8,4,0,0,4,1,2,6,0,1,8,2,1,5,7,2,1,6,0,6,1,6,6,10,2,4,7,7,4,5,3,1,10,1,4,9,0,3,9,6,2,0,7,1,4,10,1,10
random512,0.094990477,0.655093414,0.473448052,0.634090633,0.943775684,0.605906845,0.636343932,0.705867813,0.304471121,0.628342334,0.367149387,0.503609215,0.719487957,0.303123647,0.704314961,0.835101525,0.621583829,0.982241067,0.541615929,0.652092036,0.174993974,0.037735682,0.743645471,0.605128568,0.061901622,0.148995540,0.778361425,0.740681507,0.554648865,0.825039677,0.695832403,0.322134208,0.838669819,0.629859833,0.680284221,0.296541979,0.635957763,0.956433543,0.631784673,0.608010743,0.868829474,0.880726608,0.918156990,0.119216650,0.053768603,0.860851402,0.845798675,0.713179466,0.565936495,0.121893716,0.878501322,0.124118212,0.022382666,0.172840439,0.459758005,0.220545409,0.882366846,0.602544176,0.190930516,0.997121599
random513,0.068962186,0.57571885,0.037069689,0.616796942,0.909841709,0.709237756,0.384569719,0.15028905,0.481420666,0.741587662,0.394175698,0.708522299,0.590445609,0.681146798,0.705510726,0.716311785,0.290624543,0.461251034,0.584362242,0.986416355,0.412504295,0.436769057,0.765434495,0.131139568,0.004370363,0.339074497,0.863840453,0.433958719,0.87529782,0.502396852,0.691819121,0.264626508,0.622023804,0.781775904,0.245061178,0.257526545,0.718689403,0.568457451,0.23859877,0.344255015,0.834493499,0.210867378,0.515127735,0.89959192,0.58161881,0.141553216,0.901781604,0.350234476,0.601413152,0.568704613,0.206253344,0.572270855,0.844689957,0.099877107,0.253131254,0.954547977,0.173516362,0.444306146,0.794237039,0.229277646
random514,87,36,51,63,95,50,41,5,34,19,89,52,81,61,55,49,96,98,28,56,85,57,22,26,53,81,98,13,35,76,6,91,83,83,84,8,57,51,37,3,77,34,5,75,16,65,38,91,58,27,88,99,51,10,55,29,41,21,80,38
random515,7,5,6,3,8,6,10,6,1,3,6,4,5,7,10,3,0,6,2,6,5,9,8,8,9,2,3,3,7,2,1,9,4,7,2,3,3,7,0,10,6,3,5,6,7,1,3,3,0,2,9,3,0,3,5,9,4,1,0,4
random516,0.219852866,0.542247662,0.431467481,0.933217768,0.000290056,0.843166175,0.292869937,0.849706195,0.898577778,0.082076783,0.817893807,0.717226723,0.857508275,0.436190587,0.360089703,0.900757403,0.421265705,0.197575963,0.691066904,0.942109335,0.665406587,0.422874465,0.936720510,0.487309313,0.363657533,0.413959441,0.574127144,0.418764003,0.428727672,0.406811377,0.753411399,0.859900621,0.144150899,0.351777967,0.445869570,0.405543896,0.027246074,0.870038190,0.288634301,0.007802501,0.084241831,0.562287026,0.747054166,0.328531472,0.846933952,0.887929076,0.254911503,0.081408647,0.905578092,0.955156680,0.823320482,0.163894834,0.761976237,0.270952473,0.672330222,0.805734899,0.891651856,0.444740686,0.477311671,0.497181041
random517,0.919791266,0.66789031,0.693033723,0.97505919,0.8705922,0.956021319,0.032518484,0.088283011,0.701408331,0.513118982,0.258495069,0.965960112,0.190064887,0.061836063,0.521815747,0.039944641,0.101309588,0.019702979,0.864653025,0.416660824,0.582455705,0.827790602,0.948417356,0.92483148,0.580762205,0.979105177,0.308097292,0.194790901,0.619599221,0.788043361,0.64126681,0.631659736,0.375961128,0.838200592,0.646214777,0.929599869,0.480725367,0.638866445,0.645548455,0.008009139,0.118906288,0.593688109,0.57701658,0.49402302,0.706659829,0.185102113,0.954845069,0.933880572,0.314022,0.418297857,0.654220832,0.438613083,0.490374626,0.38451173,0.654214025,0.571926123,0.76938257,0.907271737,0.799321042,0.404712573
random518,42,3,86,95,35,60,63,17,41,44,91,93,85,83,57,65,31,63,95,75,85,9,27,81,64,56,43,61,35,29,76,84,83,83,31,74,41,5,80,23,58,90,6,5,59,21,63,50,87,1,39,29,51,11,8,7,16,63,90,100
random519,1,7,3,5,7,6,9,4,2,4,10,9,5,1,7,10,0,0,4,6,0,10,2,10,8,3,7,5,9,3,7,8,2,7,0,6,1,7,3,1,6,8,9,8,2,8,7,2,10,5,3,3,2,1,2,10,5,4,8,4
random520,0.360743301,0.771785186,0.533913473,0.112612504,0.363180301,0.933775929,0.863019389,0.402860015,0.311146317,0.279991546,0.615997948,0.126449426,0.306965091,0.052296762,0.425173485,0.131226048,0.992525585,0.160571737,0.863205937,0.754303533,0.765074098,0.009988419,0.374947136,0.448425688,0.247974656,0.358179521,0.215167405,0.906063507,0.078227061,0.235582253,0.232606121,0.046143795,0.569774770,0.217956973,0.638141878,0.613490251,0.829488439,0.986292936,0.008823163,0.585192200,0.840009909,0.487754083,0.935315205,0.396443579,0.957726106,0.452819176,0.232352469,0.110552136,0.907970611,0.077934945,0.584812381,0.542057120,0.924513860,0.092989260,0.020320633,0.133971321,0.151621876,0.022813938,0.104301231,0.655679388
random521,0.473878235,0.766212573,0.474324808,0.252157396,0.907694913,0.094683151,0.268626302,0.042265596,0.152434214,0.691276573,0.293604862,0.931680929,0.409390821,0.185474722,0.487191121,0.973352474,0.686368874,0.265588899,0.144077949,0.433414352,0.532459064,0.595252571,0.955888333,0.008392228,0.955774947,0.512745887,0.685163714,0.343834355,0.896289079,0.346799127,0.175138392,0.701898455,0.908970795,0.851762431,0.543938061,0.854003691,0.212753431,0.486924455,0.683737679,0.151052282,0.853302642,0.55154432,0.626848887,0.300708882,0.371081428,0.830960401,0.184671713,0.875668163,0.311384973,0.227893802,0.463426575,0.88133063,0.801256292,0.146448724,0.199037591,0.497938598,0.283412416,0.740742305,0.304766145,0.771285878
random522,66,33,89,93,97,36,97,69,93,100,100,67,0,25,89,53,77,74,38,61,36,12,92,54,27,27,87,69,95,44,100,75,83,95,48,56,81,29,15,15,74,7,90,33,89,96,92,52,0,6,97,100,34,20,24,44,75,15,21,84
random523,0,9,4,1,3,9,6,0,2,8,6,8,10,4,8,10,0,4,1,0,1,5,1,4,8,8,6,6,2,2,7,0,5,5,4,0,4,4,6,2,9,5,3,4,8,6,5,9,4,1,3,0,7,7,9,3,1,10,2,9
random524,0.720562272,0.161697038,0.181198131,0.321560280,0.635308134,0.280721992,0.380699518,0.076515884,0.595768077,0.370822744,0.868382122,0.686083299,0.924476468,0.522144086,0.385391910,0.265098465,0.447801034,0.544532497,0.400450347,0.631434730,0.441604085,0.965324859,0.006612168,0.705663574,0.100143708,0.623281411,0.084426141,0.326618339,0.522857903,0.067192155,0.515415729,0.416806149,0.229517223,0.554176183,0.171134394,0.699502792,0.101274094,0.107663241,0.585758456,0.362906801,0.534988084,0.296362512,0.980265339,0.083542881,0.687867225,0.259722630,0.638134045,0.218418981,0.810533054,0.264636110,0.821859779,0.061353354,0.906177034,0.206649477,0.086623768,0.706950994,0.874019280,0.063574881,0.581420150,0.929376794
random525,0.134076384,0.160464226,0.942303064,0.915713671,0.249542087,0.4523216,0.925151586,0.269705785,0.152969124,0.700356403,0.086882279,0.33854776,0.371440495,0.070574883,0.506276473,0.625442496,0.049850575,0.878731301,0.144503078,0.256027648,0.72950641,0.979204309,0.297799097,0.345166114,0.211283729,0.096219427,0.511751403,0.298841032,0.046473755,0.84729401,0.35446667,0.323378669,0.751160564,0.216606763,0.949779285,0.757407577,0.460450141,0.946748433,0.126398035,0.096424498,0.934311232,0.284126938,0.460226072,0.478762739,0.53291419,0.47499564,0.949137683,0.499117345,0.474699639,0.633912945,0.96859561,0.52852768,0.285999342,0.229180067,0.035648034,0.152653243,0.962827591,0.726221898,0.298692244,0.907687472
random526,50,69,37,35,61,0,3,64,13,67,8,74,65,4,59,57,96,59,7,97,46,52,53,50,17,62,33,29,67,95,60,26,51,31,64,34,76,43,58,27,57,20,57,50,79,31,17,51,44,47,66,47,42,64,38,71,60,87,88,3
random527,6,5,1,7,6,3,6,7,1,7,10,6,5,7,1,5,5,7,8,0,2,0,2,10,8,6,0,8,7,1,9,10,5,6,9,1,10,2,3,9,2,6,10,0,7,3,8,7,2,9,1,6,9,3,5,5,1,2,10,5
random528,0.239390971,0.924883359,0.631245695,0.900563032,0.312053389,0.708971124,0.330330441,0.266867521,0.148363554,0.891950523,0.007214939,0.241688340,0.321601933,0.741463279,0.366771401,0.807154212,0.965560536,0.791665385,0.607447091,0.777033820,0.450454575,0.537832970,0.698918666,0.675809864,0.709856878,0.842179012,0.529814318,0.738088975,0.989349927,0.825894554,0.785120909,0.073097826,0.720346740,0.559524137,0.635360502,0.473341976,0.352208609,0.662786408,0.249977336,0.038233231,0.813270863,0.852961180,0.167052111,0.139980592,0.192739576,0.439053432,0.197940433,0.589146834,0.230033233,0.975216338,0.767084769,0.430763217,0.442563829,0.904530813,0.022688012,0.830947727,0.445985929,0.189966983,0.343900359,0.939172784
random529,0.834654372,0.798334147,0.595677607,0.723393067,0.79534236,0.268230271,0.293991792,0.494761277,0.290103545,0.950392484,0.95966547,0.370061797,0.55858922,0.768524237,0.967732344,0.1808118,0.680098769,0.512475439,0.413852198,0.885736663,0.919027408,0.414498672,0.92837183,0.653307935,0.028223557,0.941361433,0.407400312,0.989962405,0.405492378,0.397329873,0.245279922,0.749315552,0.097481986,0.52844007,0.87618137,0.884336761,0.109421129,0.633854502,0.71566852,0.949652578,0.150549183,0.553351885,0.402665173,0.502099888,0.952553389,0.55018649,0.910236037,0.093982978,0.943937786,0.456456215,0.765711852,0.164662537,0.421119659,0.504685351,0.144797645,0.732359366,0.452957715,0.496693606,0.669497244,0.361805604
random530,17,84,82,41,71,46,13,50,60,100,75,78,58,96,79,48,71,34,54,6,29,97,25,87,100,74,16,81,26,82,94,7,97,11,91,14,11,16,15,33,40,46,68,46,33,53,74,5,43,22,15,76,35,2,77,65,30,25,45,34
random531,1,2,10,1,10,7,10,7,8,7,1,5,7,3,4,1,8,9,7,4,1,9,0,5,1,3,10,2,7,4,4,4,9,3,9,5,5,3,9,0,4,2,3,1,1,10,6,2,9,5,7,6,2,1,0,2,0,3,5,1
random532,0.951359560,0.276015056,0.213459266,0.775051711,0.177028943,0.300521288,0.418150632,0.893985231,0.433619997,0.099336316,0.239459233,0.126376580,0.605132861,0.876127901,0.364036589,0.325642240,0.005142736,0.332432571,0.193543426,0.567050526,0.205399580,0.819935454,0.709535586,0.209618963,0.680135649,0.570661898,0.561801217,0.324733368,0.884963826,0.985255077,0.277668627,0.044805764,0.212270409,0.996118101,0.804241723,0.546478880,0.827734385,0.425731333,0.887638617,0.476604453,0.089762802,0.448814378,0.413719258,0.487414314,0.068397833,0.303078994,0.987702999,0.458661437,0.179501638,0.241524135,0.971292062,0.046346552,0.867375321,0.844545265,0.536921706,0.889245966,0.076415798,0.094356428,0.863166364,0.462613700
random533,0.35036255,0.942055264,0.867292738,0.445326281,0.78676813,0.432673303,0.375529214,0.243711824,0.971535356,0.961595548,0.372938453,0.27391322,0.339034342,0.514474359,0.149736459,0.704155071,0.910351402,0.290615386,0.511764928,0.050420135,0.408769893,0.360306393,0.212424344,0.183782494,0.441308224,0.677325274,0.576485939,0.010807083,0.903399774,0.832861262,0.200655799,0.635404033,0.520269929,0.04683078,0.92273655,0.365862195,0.222016149,0.911420076,0.635541633,0.754472167,0.709796021,0.39096898,0.720318553,0.507951232,0.362734721,0.485577279,0.47295073,0.762243199,0.651114449,0.363109824,0.685112938,0.371038393,0.414807999,0.750213998,0.75110093,0.604158844,0.467400576,0.464860542,0.196570076,0.726828639
random534,14,88,52,64,95,16,78,48,60,69,0,50,48,59,57,41,63,17,87,96,57,75,96,67,63,47,0,21,77,21,20,64,59,42,15,44,100,60,71,81,86,13,96,35,28,90,46,30,88,96,90,4,31,61,43,44,39,43,98,91
random535,10,9,7,10,1,5,6,10,4,4,10,0,1,4,8,1,6,6,3,3,3,8,6,3,0,0,4,8,9,4,1,1,8,4,8,7,0,5,4,1,0,3,5,0,4,8,8,1,8,1,10,0,5,0,5,3,5,1,0,0
random536,0.881632422,0.062974221,0.977747281,0.489855927,0.797275050,0.335287830,0.202081475,0.435514493,0.553643233,0.334795003,0.616751223,0.079897799,0.537572396,0.022457829,0.263323418,0.494614114,0.118121799,0.950796578,0.732753462,0.535730517,0.978418217,0.798703381,0.907972669,0.516612719,0.658765639,0.254128338,0.973427312,0.677336413,0.889490478,0.097910761,0.510179980,0.473373368,0.284283101,0.930958693,0.188603818,0.635310683,0.402042361,0.234308847,0.800585510,0.318734518,0.411941763,0.582472407,0.537718627,0.357563519,0.820167654,0.929619766,0.786450120,0.605341302,0.653007453,0.668420891,0.133468992,0.429139922,0.049583132,0.208377031,0.608288826,0.256967744,0.779698484,0.751676735,0.526143224,0.364786307
random537,0.487918023,0.58498572,0.421783978,0.361531388,0.480184714,0.088078246,0.112240648,0.1666306,0.797748746,0.861111329,0.706934293,0.069130691,0.187319864,0.438607871,0.93306674,0.406588409,0.578199587,0.385829643,0.243246783,0.539066844,0.104324981,0.260582443,0.228537123,0.786289273,0.239758575,0.497225758,0.774727513,0.0369328,0.275080602,0.128105157,0.990830889,0.825897171,0.796968273,0.095349134,0.246336979,0.372492288,0.940812272,0.856804387,0.098626355,0.130803917,0.363083306,0.794270215,0.848856484,0.696175923,0.188210258,0.562219158,0.216324573,0.861049132,0.351728425,0.27271756,0.435692585,0.737856935,0.697908089,0.547995538,0.285716142,0.937503253,0.064353072,0.198891053,0.91977252,0.513571647
random538,7,85,86,56,5,16,82,100,25,99,83,24,55,90,41,31,88,33,26,26,4,21,43,19,54,56,58,15,33,52,81,86,42,91,73,80,29,74,32,42,56,65,59,33,28,44,59,89,82,72,84,98,12,52,59,88,17,31,86,94
random539,0,10,10,3,1,3,3,5,8,2,1,9,0,9,4,5,5,5,0,0,8,3,6,7,0,2,8,6,2,4,0,3,9,6,6,9,7,5,5,6,3,1,5,1,1,7,7,0,5,6,1,9,0,8,7,4,0,0,7,2
random540,0.928904336,0.014921645,0.417471940,0.774404059,0.988452282,0.273049354,0.192980800,0.068006049,0.827857606,0.114144326,0.684204776,0.860750853,0.027316848,0.818812633,0.838322123,0.167650164,0.885522030,0.858813945,0.286582383,0.996811137,0.764966706,0.089697755,0.428111315,0.138995786,0.746729581,0.306636407,0.857670854,0.345937395,0.898151145,0.565710133,0.187902866,0.065344035,0.366886355,0.368610428,0.769563143,0.195049838,0.511642866,0.502034112,0.231034212,0.480797047,0.245477134,0.026140385,0.480864888,0.818623485,0.151678758,0.707718624,0.268998297,0.494426504,0.847210278,0.147914764,0.833651491,0.436694254,0.896497911,0.525498994,0.399240843,0.235605909,0.054605198,0.521029045,0.149959836,0.412257979
random541,0.039744913,0.715270553,0.711596803,0.166147153,0.941758023,0.759078113,0.998832435,0.373538246,0.954205629,0.314076577,0.457855347,0.972407118,0.283524267,0.665292368,0.384042655,0.101833438,0.322045004,0.624323014,0.211059667,0.091106792,0.810323058,0.374732844,0.534639791,0.361781501,0.632301429,0.71083543,0.94614045,0.980933769,0.331166866,0.287388096,0.703228183,0.351224687,0.947288086,0.654504887,0.034176087,0.731507624,0.716136443,0.362306355,0.655776345,0.47956133,0.993094882,0.823883721,0.076011952,0.679733683,0.638335439,0.580817655,0.657195281,0.265212333,0.672160801,0.47062966,0.546344401,0.84789609,0.398281863,0.993132422,0.9326657,0.137496289,0.813278144,0.715601886,0.33119858,0.064740895
random542,2,71,88,96,17,42,47,32,58,78,70,51,49,12,62,34,67,53,0,53,42,53,69,58,54,80,82,20,35,65,44,48,68,24,99,1,77,58,76,55,10,33,41,66,75,18,98,45,50,37,96,27,3,13,3,68,60,76,28,89
random543,4,1,1,3,4,2,8,1,9,6,2,8,1,2,2,9,6,7,2,1,1,4,10,2,6,2,9,6,3,2,8,0,1,1,7,2,2,7,10,6,8,10,1,1,4,0,5,5,2,5,10,10,10,4,4,10,2,6,0,7
random544,0.211679325,0.941047260,0.793196552,0.647420340,0.277185394,0.442193170,0.597304912,0.955805860,0.267194343,0.827165145,0.153984490,0.702807717,0.109440831,0.124908243,0.099120751,0.388161822,0.554215949,0.378090242,0.414550554,0.789481954,0.581322903,0.476802984,0.168093780,0.791025653,0.643180954,0.934509342,0.607950437,0.415408439,0.342951697,0.663316331,0.219809496,0.057741971,0.503580164,0.707500946,0.545865155,0.178315150,0.227544898,0.716743087,0.404455753,0.633840673,0.481855016,0.686384475,0.710243506,0.180412124,0.942155697,0.212215401,0.783414467,0.019893883,0.164136706,0.166813107,0.149560840,0.124352253,0.391491520,0.674801307,0.039081396,0.597305065,0.749520028,0.495552080,0.768700471,0.208395656
random545,0.184575992,0.655614289,0.955556997,0.40194057,0.168078165,0.176197749,0.530131159,0.979377244,0.63133288,0.119044886,0.939190417,0.055803829,0.57178386,0.452497744,0.540031052,0.465791579,0.587820713,0.517935225,0.889825649,0.860427338,0.323010515,0.318785476,0.554900979,0.139331129,0.812337277,0.056184077,0.980080085,0.631073785,0.111465878,0.13061881,0.71560064,0.754486454,0.398429191,0.936230739,0.417360891,0.687451649,0.437592877,0.839609355,0.856659962,0.89418579,0.955481905,0.310300695,0.603848366,0.37726689,0.364023987,0.932890733,0.541305774,0.387092191,0.42940294,0.579368446,0.379093835,0.905564071,0.068595394,0.523073256,0.987154541,0.769106762,0.52864877,0.929152208,0.738560409,0.631334155
random546,55,54,35,75,15,63,97,85,34,68,37,5,22,82,90,38,25,37,95,93,6,63,56,44,98,37,87,26,32,28,61,68,43,98,42,85,87,94,0,99,70,34,89,69,29,50,39,53,79,4,38,83,98,22,97,33,72,76,22,8
random547,0,3,0,6,3,9,7,0,5,2,3,5,9,8,8,1,2,1,7,3,4,6,8,9,8,3,5,10,4,3,6,9,7,3,6,7,10,1,0,1,5,6,9,5,8,9,2,1,2,6,0,3,1,2,1,7,4,5,4,10
random548,0.158061701,0.516618802,0.708321494,0.608513346,0.867531575,0.842294750,0.918220605,0.014777470,0.789622410,0.570615934,0.768758247,0.205813459,0.340949993,0.287854789,0.235475323,0.081092034,0.133847879,0.338652926,0.143906083,0.174074946,0.575425266,0.692856066,0.895428365,0.058378123,0.520782609,0.904762701,0.310962325,0.053325122,0.375503592,0.630300470,0.272531784,0.141365697,0.010282786,0.389663809,0.886479137,0.305183289,0.400956536,0.131806053,0.386238796,0.800338837,0.903051992,0.798680529,0.988964307,0.074756578,0.733975766,0.411739005,0.413689646,0.293668742,0.432773650,0.392046685,0.475396680,0.305420254,0.182870421,0.661193338,0.388113577,0.385791047,0.606441755,0.851343798,0.124018046,0.592617952
random549,0.633641693,0.017546494,0.711448676,0.334498487,0.522620519,0.007484472,0.757396275,0.802823176,0.021164776,0.210924475,0.048087588,0.603623822,0.978847311,0.326071922,0.221749359,0.668669224,0.716262384,0.364813156,0.847694617,0.824541204,0.888571299,0.502528271,0.028659491,0.749455517,0.779313578,0.647370486,0.201440656,0.375688501,0.712251991,0.610376852,0.738993719,0.247701202,0.618065436,0.547971066,0.430485471,0.832324915,0.875292761,0.798560716,0.972018681,0.465498176,0.081054389,0.687171837,0.237083996,0.147937995,0.996146272,0.722091994,0.476775865,0.139490134,0.657487395,0.716282773,0.560091365,0.737649297,0.659012715,0.599966904,0.880153936,0.997298927,0.560857683,0.202881752,0.905242229,0.129014203
random550,46,39,56,17,58,49,25,49,7,27,97,44,19,42,91,81,23,66,39,3,79,21,3,71,88,99,25,63,58,63,29,51,53,88,30,74,63,93,18,95,32,94,62,15,63,65,54,89,34,4,57,98,9,85,55,98,82,44,78,8
random551,6,6,9,1,8,9,0,2,2,10,3,8,6,7,10,8,7,0,0,10,2,1,9,1,0,9,2,0,8,7,7,10,9,3,8,8,9,9,4,6,4,1,3,6,5,7,3,8,0,5,3,3,5,1,6,3,8,7,0,4
random552,0.042230978,0.924503651,0.928340748,0.796382080,0.097970101,0.844063318,0.524179644,0.967410943,0.397526597,0.077565679,0.998597410,0.777002009,0.722893013,0.739584199,0.207874100,0.631926290,0.245076013,0.233178520,0.316641037,0.082677609,0.600822520,0.296822554,0.411829013,0.642952466,0.847653381,0.210137998,0.435332975,0.148416023,0.685890046,0.819472754,0.861370364,0.033753358,0.968275983,0.359178452,0.737999644,0.090230492,0.500369050,0.910319660,0.209078686,0.082724883,0.582639472,0.587574162,0.111171106,0.898604787,0.553903923,0.226919480,0.089480723,0.343686732,0.710270560,0.736601550,0.124775164,0.167606165,0.429001950,0.685600181,0.501937944,0.425517448,0.868106864,0.689659887,0.732141752,0.466964703
